text,IN,VI,SE,AD,PO,CLEAN
쌤 구독자분들은 저 같은 다욧터들이 많이 들어오시나봐요.,0,0,0,0,0,1
다욧 관련외에는 조회수가 좀 낮긴 하네요.,0,0,0,0,0,1
주변 분들도 챙기시고 비싸도 (댓글글 보니 그런가보네요) 필요하신 분들은 구입 하시겠죠.,0,0,0,0,0,1
근데 오늘 영상 제목이 혹시 제가 지금 읽고 있는 백세 에세이 제목에서 따오셨나요,0,0,0,0,0,1
뭐야 형  광고찍은거야 축하해,0,0,0,0,0,1
시계가 예뻐서 링크 눌렀네요,0,0,0,0,0,1
흰색 옷만 입으면 떡볶이를 비롯하여 쫄면 (반사회적용어)면 매운탕 등의 음식이 (이름)게 당기는 저에게 필수템이네요.,0,0,0,0,0,1
무늬가 화려해서 그렇지 요양원에 어르신들 입혀드리는 턱받이 싸요.,0,0,0,0,0,1
링크 오딨어요 레이스는 사람들이 굳이 안원할 것 같고 처음 보여주신거 좋네요.,0,0,0,0,0,1
가격만 35처넌에 공급 가능하면 잘팔릴듯요.,0,0,0,0,0,1
저렴하면 관리도 편해 식당에서 사용할 것 같아요.,0,0,0,0,0,1
드라이크리닝한 옷 꺼내입고 나가면 꼭 국물튀는 음식 먹을일이 생기고 그리곤 꼭 한방울이 튀어요.,0,0,0,0,0,1
그 비닐보다 싼 옷을 입은 사람도 많을텐데 그 비싼 비닐을 만든 사람에 대해서는 얘기하고 싶지도 않지만 이런 걸 선전하는 샘에게 몹시 실망.,0,0,0,0,0,1
자신의 신뢰도에 훅을 가하는 이걸 올리기로 한 게 올바른 상황 판단이었는지 곱씹어 보시길,0,0,0,0,0,1
바로 들어가봤는데 좀 비싸요 아직 소량 자체제작이라 그런가,0,0,0,0,0,1
내가 꼭 필요 해서 구입을 해야 겠네요 나이 먹으니 음식 먹을때 왜 그리 질질 흘리 는지,0,0,0,0,0,1
다이어트할때 물마시는게 많이 중요한가요,0,0,0,0,0,1
와 대단히감사해요.,0,0,0,0,0,1
제가미간은꾸준히 3여년동안 맞고있었는데 종아리가 너무 고민이였거든요.,0,0,0,0,0,1
하뚜하뚜입니다 참 궁금한게있는데요 평소 오래구두를신고서있습니다.,0,0,0,0,0,1
퇴근후 종아리를 주무르는습관이있는데 시술후 그래도되는건지 궁금합니다.,0,0,0,0,0,1
하루에 10시간정도 서서 일하는데 보톡스 시술받으면 많이 힘들까요 효과도 떨어질까봐 고민입니닷,0,0,0,0,0,1
하지정맥류있는데 종아리보톡스 맞으면 더 심해질까요,0,0,0,0,0,1
매일 30분정도 동네한바퀴를돌고있는데 종아리보톡스시술후 산책도힘든가요,0,0,0,0,0,1
굉장히 조심스럽게 말도 꺼내면 안 되는 얘기인데 누구를 인증한다는 것이냐고 비판했습니다,0,0,0,0,0,1
패널 인증해야 되는 사람들 사진 중에 저도 있더라고 말했습니다,0,0,0,0,0,1
거기 나와 있는 분들의 몸값을 키워주는 그런 일이 되지 않을까라고 했습니다,0,0,0,0,0,1
패널 인증제에 해당하지 못하는 인사가 생긴다면 그 인사들이 오히려 더 빛을 보고 스포트라이트를 받게 하게 될 구조지 않을까 생각된다고 지적했습니다,0,0,0,0,0,1
이런 부분은 해프닝 정도로 판단하고 나는 웃고 넘겼다면서도 볼썽사나운 모습이라고 지적했습니다,0,0,0,0,0,1
시청 청취율이 안 나오는데라며 비꼬았습니다,0,0,0,0,0,1
이거 실화냐? 세상이 미쳐 돌아가네,0,0,0,0,0,1
신상공개해라 몇년살다 나와서 또 저런짓 할지 모르니까 예방 차원에서라도 신상공개 해야된다,0,0,0,0,0,1
이딴일을 꾸미면 결국 죄값을 받을꺼라는걸 생각을 못하는건가? 결혼도 파토났지 전과자 됐지 예비신부한테 평생 남을 상처를 줬지. 이해가 안가네.,0,0,0,0,0,1
겁대가리를 상실했네,0,0,0,0,0,1
마빡에 성범죄자 낙인좀 찍어라 죄없는 여성들이 계속 피해입는다,0,0,0,0,0,1
성범죄 계획 살인 보이스피싱 전세사기 아동성폭행 이런 놈들은 바로바로 신상을 공개하자....,0,0,0,0,0,1
이게 저출산 원인임 남자 만나면 안전할 거란 보장이 없는데 여자가 남자를 어떻게 믿고 만남?,0,0,0,0,0,1
이런건 좀 신상공개해라 신상공개를 안하니까 이렇게 범행을 대놓고 조지르지 ㅡㅡ,0,0,0,0,0,1
마음넒은 한국남자 판사들이 앞날 창창한 젊은이라는 이유로 저런 쓰레기들을 집유주고 사회에 풀어줄까봐 겁난다,0,0,0,0,0,1
쓰레기 백해무익 개인방송 좀 없애라,0,0,0,0,0,1
아주 짐승같은 놈들이 많구나 ㅋㅋ 같은 공교육을 받았는데 어디서 저런것들이 자꾸 생겨서 기어나오는지 정말 알 수가 없는 일이다...제대로 처벌해서 같은 일이 못일어나게 하자,0,0,0,0,0,1
뭔데?? 안동댐 특집이야??,0,0,0,0,0,1
본보기가 없어서 그래 초범이다 반성하고 있다 등등 반성문 수십장에 ㅉㅉ 법은 관대하면 안된다. 징역 몇 년 이하가 아니라 몇 년 이상으로 바꾸고 최소 국민이 저건 심각하다는 여론이 있는 사안들은 최소 징역 10년 이상으로 바꿔야한다. 반성문에 집행유예 헛소리하지말고 판사들 본인 가족이 당했다고 생각해라 교화가 안될 놈들은 싹을 잘라라,0,0,0,0,0,1
비정상적인 놈들이 왜 이렇게 많지???,0,0,0,0,0,1
남자친구? 악마를 사겼구만,0,0,0,0,0,1
이런거보면 남혐을 하는 여성들이 이해가 간다.,0,0,0,0,0,1
하 ㄱ빡쳐 한국 성범죄 너무 가벼워요 제발 엄벌 아니 사형 쫌 제발,0,0,0,0,0,1
라이브면 보던 인간들도 공범으로 봐야하지 않나? 신고 안했으면 최소 방조죄,0,0,0,0,0,1
사람이 아니네,0,0,0,0,0,1
진짜 빌런은 여자의 남자친구임,0,0,0,0,0,1
와...진짜 대한민국이 어찌 될라고 ..범죄인걸 알고 잡힐껄 뻔히 알면서 저런짓을 하다니...법이 솜방망이니... 쯧쯧쯧 법을 진짜 뭣같이 보는거지...예효~,0,0,0,0,0,1
성폭행범도 모자이크처리해주는 대한민국 역시는 역시네..ㅋㅋ,0,0,0,0,0,1
무조건 구속시켜라!!!,0,0,0,0,0,1
일년넘게 만나고 결혼까지 생각했다던데 저사람은 어디 남자 무서워 만나겠냐..남자가 철저하게 두얼굴 아니냐 저게 .소름끼쳐,0,0,0,0,0,1
저 두 사람이 어찌 사람이겠나?,0,0,0,0,0,1
범죄 형량좀 강화해라 나라꼴 개판이네 진짜,0,0,0,0,0,1
악마들,0,0,0,0,0,1
신상공개해라 백퍼 재범한다!! 성범죄자는 한번만 하고 끝난놈이 없다!,0,0,0,0,0,1
딱봐도 재범률 높아보이는데 신상 까라,0,0,0,0,0,1
이러니까 연애도 결혼도 안하지,0,0,0,0,0,1
이런걸 보는 인간들이 가까이 살 수도 있다는 생각에 소름끼친다.,0,0,0,0,0,1
있잖아. 저런 파렴치한은 신상공개좀 하자.제발.,0,0,0,0,0,1
진짜 저런 성범죄자들은 다른곳에서도 또 범죄저지른다 저런것들은 그 가족까지 신상공개해서 씨를 없애야지..,0,0,0,0,0,1
이런 비인륜 범죄는 감경이나 예외없이 처벌해라. 무기징역이다.,0,0,0,0,0,1
신상공개해 사회에 돌아다니면 똑같이 범죄저지를 놈들이다,0,0,0,0,0,1
무당 말은 절대 듣지 마,0,0,0,0,0,1
이런말을 믿는 인간들이 있다는 것이 그저 신기할 따름이다.,0,0,0,0,0,1
무당보다 GPT가 용하더라. 차라리 GPT에게 점을 봐라,0,0,0,0,0,1
'모친이 입원하는 등 집에 안좋은 일이 여럿 겹쳐' .... 부모님은 연세드시면 자연스레 아픕니다.. 건강하면 운이 좋은거고 인간은 다 아프게 되있어요. 안좋은일 아니고 자연의 이치대로 자연스럽게 흘러가는 과정이에요. 제발 속지말길...,0,0,0,0,0,1
아이고~답답하네~!! 그렇다고 일면식도 없던 소위 귀인과 동침도 하고 오천 가까운 돈까지~? 정신줄 쫌 꽉 잡고 살자 응~?,0,0,0,0,0,1
이게 된다고??,0,0,0,0,0,1
댓글달기도 우습다.. 그런 말을 믿고 하라는대로 한다니.. 할 말이 없다.,0,0,0,0,0,1
아직도 지인생살이를 무속인에 맡기는 사람이 있다니 한심,0,0,0,0,0,1
교회나 무속이나 뭐,0,0,0,0,0,1
전청조 남현희 2탄인가?,0,0,0,0,0,1
나라가 이상해져간다. 무당 목사 법사 등 종교인 범죄는 가중처벌해라. 악질중 악질이다. 가스라이팅 전문가들이다,0,0,0,0,0,1
마당에 사과나무있지!??없는데요??!!;; 있으면 큰일날뻔했어~,0,0,0,0,0,1
수상함을 감지하고 무속인한데 돈을 돌려달라?????? 성관계하라는거 부터 수상한거 아니냐....무지가 아니지..,0,0,0,0,0,1
절망속의 가스라이팅엔 장사 없어요~~~제발 그런 말도안되는일들은 절대로 공짜가 없다는걸 알아야 합니다,0,0,0,0,0,1
니네는 기자면 취재좀 해라.남의것 땡겨 쓸 생각만 하지말고 궁금한이야기 y에 나온 얘기자나,0,0,0,0,0,1
덕수궁 석조전 다녀옴...,0,0,0,0,0,1
창덕궁 홍매화 미쳤음.. 비 오기 전에 빨리 가세요,0,0,0,0,0,1
경복궁 산책 하고 옴,0,0,0,0,0,1
저런 바보도 있구나..,0,0,0,0,0,1
선 무당이 사람 잡고 있네..ㅋ,0,0,0,0,0,1
속은 사람의 지능 문제라기 보다는 환경의 열악함이 문제. 곁에서 속지 말라고 붙잡아줄 사람도 없는 경우일 수 있음. 범죄자 처벌도 강화해야 하고 생활고를 겪거나 정신적으로 취약한 사람에게 상담과 구제의 기회를 많이 열어줘야 함.,0,0,0,0,0,1
너 지금 뭐하는 거니?,0,0,0,0,0,1
뭐하는 건희~?,0,0,0,0,0,1
에구구 나이가 몇인데 참으로 허술하게 인생을 사시고 참으로 귀가 앏으시네요믿을것을 믿으셔야지요 누가 십원하나 만져보고 준다해도 주는것 아닙니다 앞으로 절대 속지말고 신념을 가지고 살아요 자기 자신만 믿으세요,0,0,0,0,0,1
더글로리 연진이 엄마랑 형사 무당 하더일 실사판이네~,0,0,0,0,0,1
정말 안타깝다ㅠㅠㅠㅠ,0,0,0,0,0,1
졋다 졋어….,0,0,0,0,0,1
기사만 읽어도 속터진다. 아유 속터져.,0,0,0,0,0,1
너무 사랑했구나,0,0,0,0,0,1
정신과 의사 증원 하라 !!!,0,0,0,0,0,1
열심히 노력했으니 자랑해도 좋아 보여요.더욱 멋진 인생을 응원합니다.,0,0,0,0,0,1
똘똘하니깐 이병헌이랑 결혼하고 병헌이형이 이상한짓해도 눈감아주고 하는거다... 똘똘하니깐...,0,0,0,0,0,1
증거가 없으니 뭔들 못말하나,0,0,0,0,0,1
저때 너무 쉬워서 맨날 스타크래프트 하러 놀러댕긴 친구가 공부도 안하고 쳤는데 370인가 맞음...재수해서 성대 법대감;; 난 겜도 안하고 공부만했는데 360 나와서 망,0,0,0,0,0,1
요즘 넷플로 올인 보는데 연기가 아니라 둘이 진짜 좋아하는거 같더라 머 이미 지난 일이지만 ㅎㅎ,0,0,0,0,0,1
제발관심없네,0,0,0,0,0,1
연예기사인데 댓글창 왜 열어놨나 연예인 악플땜에 힘들어 허는데 댓글정책 지켜 라,0,0,0,0,0,1
어쨌든 수능쳐서 대학간거니노력이라도 했잖아 특기전형으로 그냥 들어간것도 아니고,0,0,0,0,0,1
뭐냐 진짜 대단하네,0,0,0,0,0,1
애 낳기 전에 이혼할 기회생긴걸 천운으로 생각해라.,0,0,0,0,0,1
남 애기 낳는다고 덜컥 애기 갖지마세요 지금도 가사일로 싸우는데 애기낳으면 일거리 천배나 많고 매일 싸웁니다. 멀리서보면 화목한 가정으로 보이지만 현미경으로 보면 애보는일 장난아닙니다 애낳기전 이혼하시고 서로를 아껴주고 10원짜리도 따지는 그런 관계는 오래 못가는거 같아요 단지 결혼기간 유지일뿐 한살이라도 젊을때 맞는 배우자 각각 만나길,0,0,0,0,0,1
이혼이 유일한 답입니다,0,0,0,0,0,1
저건 남편 잘못이다 결혼전에 저런 여자인지 몰랐다는게 이해가 안된다 분명 그런 징조가 여럿 보였을거임,0,0,0,0,0,1
이혼하세요,0,0,0,0,0,1
여자가 좀 심허다,0,0,0,0,0,1
자의든 타의든 전업주부로 살면 남편을 위해 가사 정도는 불만없이 해줘도 된다고 생각되는데 이런 기사 볼때마다 이기심에 너무 각박한 세상이 되는거 같아 씁쓸하다 부부 둘뿐인데 서로 양보하며 살면 얼마나 좋을까,0,0,0,0,0,1
그럼.반대로 하자그러세요....,0,0,0,0,0,1
창문 잘 닫고 옷벗어라.,0,0,0,0,0,1
안전 예방이 필요하다. 창문 닫고 창문이 투명 유리이면 빛 차단 필름으로 가리고 등등. 이러면 문제 발생 안 하지.,0,0,0,0,0,1
에구 한순간에 인생이 날라갔구만,0,0,0,0,0,1
문닫고. 샤워해야지,0,0,0,0,0,1
샤워실 창문 좀 가려라 ! 정상인 사람을 범죄자 만들지 말고!,0,0,0,0,0,1
그 군인은 도대체 무슨 죄인가요?눈뜬죄? 3초이상 봤다면 죄가 될지도..,0,0,0,0,0,1
이게 ai에게 물어보니 처벌할 조항이 없다고 하는데? 복도에 달린 창이면 공용공간이라 주거침입도 되지 않고 위협을 가한 것도 아니고 눈이 마주쳤을때 계속 봤다면 위협죄라도 하는데 마주쳤을때 바로 갔다고 하니 그런 죄로 할 수도 없고 스토킹도 아니고 결론이 궁금하네.,0,0,0,0,0,1
본놈도 잘못이고 잘봐라 개방하고 씻은것도 잘못이지 암막을 쳐놓던지...,0,0,0,0,0,1
창문열고 샤워를 한건가요,0,0,0,0,0,1
참나 길가다 창문 열려 있어서 못볼꼴 봤는데 체포까지 되다니 ㄷㄷㄷ,0,0,0,0,0,1
미치겠다.요새유행이냐?초등여자이이 납치시도하기?성폭행시도하기?왜이래 한국남자들...,0,0,0,0,0,1
마늘 한바가지 넣어서 감바스 해먹음.. 짱맛,0,0,0,0,0,1
고기 먹고 왔더니 입에서 마늘 냄새 ㄹㅈㄷ,0,0,0,0,0,1
아 자두 잠깐 실온에 뒀는데 바로 곰팡이 핌.. 여름이 싫다,0,0,0,0,0,1
버섯은 곰팡이잖아. 곰팡이를 왜 먹어?,0,0,0,0,0,1
@김치볶음밥에 김치찌개에 김치전에 김장김치 먹음. 삑 평범한 한국인입니다.,0,0,0,0,0,1
아 엄마가 김치 보내준대 개맛있겠다,0,0,0,0,0,1
아 우유에 곰팡이 핀 줄 모르고 마셨음 안녕히계세요 여러분 저는 이 세상의 어쩌고..,0,0,0,0,0,1
옷에도 곰팡이가 필 수 있음?,0,0,0,0,0,1
다진마늘 소분했더니 집에서 마늘 냄새 진동함. 제발이라는 감정.,0,0,0,0,0,1
화학적 거세 좀하자,0,0,0,0,0,1
이런것도 유행처럼 번져나가더라. 처벌을 하긴 하는거야?,0,0,0,0,0,1
다신안간다,0,0,0,0,0,1
미국처럼 大와 小를 구분하여 가격을 다르게 해야한다...,0,0,0,0,0,1
그렇다고 남자를 많이주지도 않으면서 상술오지네,0,0,0,0,0,1
저런 생각을 가지고 장사를 왜 할까...메뉴 가격 다 따로 정해서 하든지..,0,0,0,0,0,1
그럼 여자가 시키면 작게 받던지... 장난하냐?,0,0,0,0,0,1
여자들이 음식을 먹다 많이 남기는경우가 있어서 그런가? 다 먹는여자가 있고 살 안찌려 찔끔찔끔 먹는 여자가 있는데 그건 여 손님이 선택하는거지~~같은가격이면 양을 똑같이 줘야지. 아니면 여성추천 음식을 따로 기재하고 가격을 낮추던가~~식당 들어가기전 음식모형 만들어 어느정도 되는지 볼수있게 해야지~~입소문 무서운걸 모르네~~머 미리 폐업 축하합니다.휴업해봤자 손해다. 형평성 있게~~,0,0,0,0,0,1
우리 마누라님은 나보다 더 많이 잡수신다! 식당 사장님아! 이게 이상한 겁니까???,0,0,0,0,0,1
돈도 쩍게 받아,0,0,0,0,0,1
아 다르고 어 다른데 어떤게 남자분이 드실건가요라고 물어봤어야지. 남자분들 한텐 조금 더 드려요 라고 말하면 기분이라도 안나쁠텐데. 그리고 남자고 여자고 양에 차이를 둘거면 메뉴에도 남자 여자를 구분해서 가격에 차등을 두고 운영하는게 공평한것 아닌가 싶네요. 전반적으로 식당 운영을 엉망으로 하시네요.,0,0,0,0,0,1
이거 엄청 옛날에도 봤던 커뮤 썰 같은데 최근에도 있다고?,0,0,0,0,0,1
여기 언니밥 둘 이러는 곳도 있다,0,0,0,0,0,1
쯔양 : 어리둥절..,0,0,0,0,0,1
오산 대흥식당은 고기종류로 구분하던데 ㅋㅋ 남자 비계중심 여자 살코기중심,0,0,0,0,0,1
남기면 싸감,0,0,0,0,0,1
이렇게까지했는데 6개월뒤 펴업할듯,0,0,0,0,0,1
굿 맞는 말씀 이지요여자들이 더 드십니다 아님 조금 주면 가격도 셔성은 절반 이렇게 가격표에 써 놔야지 잘못되도 한참 잘못 된집 이네요 우리 마나님은 특으로 두그릇 시켜서 절반을 덜어 마나님 드립니다 겁나 잘 드십니다 나이 먹어도 잘 드세요,0,0,0,0,0,1
남기지나 말고 말해라. 열에 아홉은 음식물 남기더라. 쓰레기유발자 안말들려고 하는거잖아. 국밥집은 모자라면 더주라고 하면 주더만.,0,0,0,0,0,1
난 남기지 않을 수 있어서 좀 적게 주는거 좋던데요~!^^,0,0,0,0,0,1
발가락에 모기 물림;;,0,0,0,0,0,1
우리 딸이 최고야,0,0,0,0,0,1
나는 딸이 좋더라,0,0,0,0,0,1
앙버터 먹고싶다,0,0,0,0,0,1
주변에 앙스타 하는 사람 없음?,0,0,0,0,0,1
하... 말세다 정말 세상이 어찌 돌아가는지,0,0,0,0,0,1
내 혈육 앙대 갔잖슴ㅋㅋ,0,0,0,0,0,1
아니 나중에 보여줄게 아직은 보지마,0,0,0,0,0,1
꼭두새벽부터 김밥 쌌다..,0,0,0,0,0,1
와 가나디 과자 발견해서 샀다,0,0,0,0,0,1
헐 깜빡하고 짐 안 쌌다,0,0,0,0,0,1
내일 여행이다! 짐 싸고 빨리 자야지,0,0,0,0,0,1
아 간만에 운동했더니 허벅지 근육통 ㄹㅈㄷ,0,0,0,0,0,1
난 골반이 없어서 로우웨이스트는 안어울림 하이웨이스트에 핀턱이 짱..,0,0,0,0,0,1
아 책상에 골반 부딪힘.. 멍들겠다,0,0,0,0,0,1
계속 바닥에 앉아있었더니 엉덩이 배겨ㅠ,0,0,0,0,0,1
고양이 엉덩이 폭신폭신,0,0,0,0,0,1
호박죽 먹고싶어,0,0,0,0,0,1
오늘 모고 쳣는데 가망이 없다,0,0,0,0,0,1
어제 시험 친거 벌써 결과 나옴,0,0,0,0,0,1
강아지가 다리사이에서 안나와요.. 자랑하는 거 맞음,0,0,0,0,0,1
와 진짜 가을이네.. 이제 밤에 시원하다,0,0,0,0,0,1
시원하게 공부 던지고 자야겟다,0,0,0,0,0,1
빨리 누가 쟤한테서 냄비 좀 뺏어봐 ㅋㅋㅋㅋㅋ,0,0,0,0,0,1
혈육이 내 아이스크림 뺏어감 ㅡㅡ,0,0,0,0,0,1
꼬리를 얼마나 세게 흔들면 엉덩이도 같이 흔들리는 거야 ㅋㅋㅋㅋ,0,0,0,0,0,1
빨대 어디있어?,0,0,0,0,0,1
이벤트하나? 삼겹살이 엄청 싸네,0,0,0,0,0,1
여러분!!!!!!!! 내일부터 올리브영 할인해서 화장품 엄청 싸니까 지금 사지 마세요!!!!!,0,0,0,0,0,1
언니가 바지가 골반에서 안올라간다고 나 줌ㅋㅋ 지금 입고 있는중 ㅋㅋ 어라 근데 왜 눈물이..,0,0,0,0,0,1
시험 성적 꼬라박음...,0,0,0,0,0,1
옷 소매 박음질이 엉망인데?,0,0,0,0,0,1
이거 얼마예요?,0,0,0,0,0,1
얼마나 서러웠으면 저렇게 숨 넘어갈 듯이 울까..,0,0,0,0,0,1
얼마짜리길래 그렇게 모셔두는거냐,0,0,0,0,0,1
허리 쥐나서 계속 잡고 있음 ㅜ 고통스러워,0,0,0,0,0,1
자 손 흔들면서 인사해야지~,0,0,0,0,0,1
아무리 그렇게 얘기해봤자 탁상공론일 뿐이야,0,0,0,0,0,1
탁자 위에 핸드폰 저거 누구 거야?,0,0,0,0,0,1
탁구 치는 거 재밌더라,0,0,0,0,0,1
엄마가 비빔국수 비벼줬는데 때깔 장난아님.. 입에 홍수남,0,0,0,0,0,1
딸기 맛있겠다~,0,0,0,0,0,1
엄마가 해주는 집밥 먹고싶어.. 맛있겠다ㅜ,0,0,0,0,0,1
퇴근하면서 떡볶이 시킴ㅋㅋ 맛있겠지,0,0,0,0,0,1
내일 육회 먹으러 감! 맛있겠다,0,0,0,0,0,1
저기 자판기 있으니까 커피 뽑아 드세여,0,0,0,0,0,1
와 1등상 뽑았어요!!!!!!!!,0,0,0,0,0,1
오빠 차 뽑았다 널 데리러가,0,0,0,0,0,1
에휴 이게 무슨 꼴이니,0,0,0,0,0,1
꼴에 고양이라고 그루밍도 한다 ㅋㅋ,0,0,0,0,0,1
대장내시경 받음,0,0,0,0,0,1
여드름 드디어 가라앉음,0,0,0,0,0,1
너무 졸려서 서서 수업 들었어,0,0,0,0,0,1
아니 갑자기 일어나라는거야. 그래서 일어섰다? 그런데 다시 앉으래 ㅋㅋ 뭐하냐,0,0,0,0,0,1
방탈출 두 번 해봤어 나는,0,0,0,0,0,1
반지가 손가락에 껴서 안 빠지는거 비누칠해서 겨우 뺐어,0,0,0,0,0,1
그 부분 뺐어?,0,0,0,0,0,1
누나 내가 사둔 푸딩 먹었어?,0,0,0,0,0,1
누나 나 이 문제 모르겠는데 가르쳐줘..,0,0,0,0,0,1
누나가 생일 선물로 아이패드 사줌 ㅋㅋㅋ,0,0,0,0,0,1
누나 한 명이랑 남동생 한 명 있어요,0,0,0,0,0,1
사촌 누나 결혼식 가야해,0,0,0,0,0,1
못참고 엽떡시킴,0,0,0,0,0,1
가슴 잘 지지해주는 캡 내장 나시 추천해주세요,0,0,0,0,0,1
가슴이 너무 아파...,0,0,0,0,0,1
가슴이 답답해...,0,0,0,0,0,1
가슴이 답답하면 꼭 심장내과 가서 진료 받아보세요,0,0,0,0,0,1
우리집 고양이 캔 따는 소리 들리면 자다가도 달려옴,0,0,0,0,0,1
요즘 여성분들은 치킨을 먹어서라도 단백질 섭취 하셔야 함... 야채만 먹는게 능사는 아니예요,0,0,0,0,0,1
우리 집 며칠 전에 도둑 들어서 노트북 사라짐.. 그래서 과제 제출 못했는데 교수가 인정 안해준대 ㅋㅋ,0,0,0,0,0,1
고양이 엉덩이 언제까지 때려줘야할지 감도 안 잡힌다,0,0,0,0,0,1
우리집 고양이 엉덩이 두드려주는 거 너무 좋아함,0,0,0,0,0,1
퇴근하면서 닭꼬치 트럭 발견해서 소금구이랑 양념구이 샀어,0,0,0,0,0,1
저녁에 절벽 위에서 바다 바라보면 석양이 너무 예뻤음.. 또 가고싶다,0,0,0,0,0,1
포르투갈 가면 꼭 여기 절벽 가보세요,0,0,0,0,0,1
남해안의 바닷길이 한눈에 펼쳐지는 절벽 아래,0,0,0,0,0,1
친구가 마카롱 만들어줌 ㅋㅋ 친구 농사 풍년이네,0,0,0,0,0,1
집 앞에 마카롱 맛집 있었는데 문 닫았어... 다시돌아와,0,0,0,0,0,1
이번 시험 역대급 어려웠음.. 문제를 어떻게 내는 거임?,0,0,0,0,0,1
사진 프사로 사용해도 되나요?!,0,0,0,0,0,1
채널을 돌려도 볼만한게 없네..,0,0,0,0,0,1
아 좌표 찍혔나;;,0,0,0,0,0,1
좌표값을 구하시오.,0,0,0,0,0,1
베통 오픈런해서 소금빵 10개 삼 ㅋㅋ,0,0,0,0,0,1
집앞에 노모어피자 생김 다음에 가야지~~,0,0,0,0,0,1
피자 먹고싶은데 너무 비쌈...,0,0,0,0,0,1
아빠 나는 신사임당이 좋아 ㅋㅋ,0,0,0,0,0,1
와 이벤트 당첨됨 ㄹㅈㄷ,0,0,0,0,0,1
사토구니냐 사타구니냐,0,0,0,0,0,1
아파트에 이어서 이제는 그냥 즐기기로 한 우리의 섹시투수ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 영원한 기아 섹시투수 해야돼 전상현..,0,0,0,0,0,1
#@# 주변 지나갈 일이 있었는데 클럽 앞에 사람들 엄청 바글바글하더라,0,0,0,0,0,1
머리부터 발끝까지 진짜 쏘 쏘 쎅씌 ㅋㅋㅋㅋㅋ 앜ㅋㅋㅋ 오늘 본 것 중에 제일 웃기네 진짜,0,0,0,0,0,1
전상현+핫핑크+장미꽃 조합... 묘하게 빠져든다.... 근데 섹시투수 전상현 어울리는거 실화냐...?,0,0,0,0,0,1
섹시 그 자체 전상현 종신기아해,0,0,0,0,0,1
이제 본인이 섹시투수라는 걸 받아들였다.,0,0,0,0,0,1
쩍벌남이 갑자기 소통하려 한다고 되겠나... 소통 될것 같으면 보는 사람이나 옆사람 배려해서 쩍벌을 안하지,0,0,0,0,0,1
불난 집에 기름 붓냐?,0,0,0,0,0,1
엥 여자한테 거짓말하고 신분증 도용했으니까 당연히 그러지,0,0,0,0,0,1
할 너무뺐는데?다른걸한건가? 살짝 다른것같기도ㅋㅋ,1,0,0,0,0,1
아니ㅋㅋ 좀 일반적인 것부터 제대로 만들고 혁신을 노려라 플래그쉽도 개판인데 뭔씹ㅋㅋ,1,0,0,0,0,1
세스코도 졵나 감당안되는곳은 그냥 물건 싹다버리라거나 포기함,1,0,0,0,0,1
덧글들 오지게 잘났네그랴 다들 거룩해서 잘났다그래~,1,0,0,0,0,1
와 젼나이쁘네,1,0,0,0,0,1
시발 난 이거 안쓰고 떡상할때까지 가지고 있을꺼다 .,1,0,0,0,0,1
ㅋㅋ1500만원 이지랄,1,0,0,0,0,1
끝난건아는데 다시보고또보고 이지랄하길래요..,1,0,0,0,0,1
이 한국의 화이트 컬러라고 깝치는 새기들 속마음을 알수 있었던 계기가 된게 이번 사건임내심 속으로는 다 무시하자나 ㅋㅋ 허드렛일 하는 ㅈ병신들이라고 일베나 지금 타사이트만 봐도 맞는말 했다 vs 그래도 경솔했다 두 의견으로 나뉘는데여기서 맞는말 했다 라고 하는 애들은 그냥 생각이 없거나 솔직한 새기들인거고 그래도 경솔했다 라고 말하는 애들이 그래도 나름 생각있거나 겸손한 애들임요직업의 귀천이 없다고 늘 떠들어 대나 대한민국에선 귀천은 있다 라는 걸 보여준거임 한국의 이중성을 여실히 보여준 경우지 ㅋㅋ직업은 필요성에 의해 생긴다 그리고 귀하고 천한건 판단하는건 본능임 다만 입밖에 꺼내서 일하고 있는 종사자들 엿맥인거랑 속으로만 생각하는건 천지차이임,1,0,0,0,0,1
시발 이게 뭐야,1,0,0,0,0,1
너 맨날올려서 이런거 척척박사잖어 ㅋㅋㅋ 이색기진짜,1,0,0,0,0,1
이젠 시발 특문은 내가 그냥 이해하겠는데 영대문자 넣어서 비번 완성하라는곳은 개씹욕나옴.,1,0,0,0,0,1
왜 까? 이런 사건이 내이름이랑 같다면 sns 에 한마디 올릴수도 있지... sns 쳐 보지도 않는 ㅅ ㄲ 들이 깐다고 바쁘네..,1,0,0,0,0,1
그게 왜그런줄 아냐 지금 그렇게 하다가는 좃되거등,1,0,0,0,0,1
혹한기 유격 포대에서 갖고있는거 존나안찢어져서 물량이 넘치니까 보급계가 지가 가위로 찢어서 수량조절하더라 존나튼튼함,1,0,0,0,0,1
씨발 존나 무섭네유관순 열사님 ㅠㅠ,1,0,0,0,0,1
전부터 매니저 티비나오는거 보니까 꼬름하게생긴게 좀 모자라 보이드라 운전도 못해보이고 졸음운전으로 본다,1,0,0,0,0,1
길냥이가 살아봤자 얼마나살겠냐ㅠ 잘해주진 못해도 괴롭히진말자 ㅠ,1,0,0,0,0,1
오프닝만 봐도 존나 웃겼음 ㅋㅋ,1,0,0,0,0,1
